season,player,team,targets,catch_targets,receptions,drops,season_yards,yac,tds,comp_perc,on_tgt_rate,yards_per_target,yards_per_rec,yards_per_game,broken_tackles,yards_after_contact,first_downs,first_down_perc,drop_rate,rec_rating
2019,Damon Hazelton,Virginia Tech,69,46,31,8,527,184,8,44.93,76.90%,7.64,17,58.6,7,111,22,71,17.4,110
2019,Jacob Cowing,UTEP,67,41,31,6,550,161,3,46.27,81.30%,8.21,17.7,45.8,0,32,27,87.1,14.6,89.8
2019,Zach Jackson,Louisiana-Monroe,67,46,30,10,392,112,1,44.78,69.80%,5.85,13.1,32.7,4,59,20,66.7,21.7,43.9
2018,Rondale Moore,Purdue,159,128,114,9,1257,906,12,71.7,91.80%,7.91,11,96.7,21,416,53,46.5,7,109.4
2018,Andy Isabella,UMASS,149,114,102,8,1698,746,13,68.46,90.70%,11.4,16.6,141.5,7,301,67,65.7,7,127.3
2018,Preston Williams,Colorado State,176,127,96,10,1340,371,14,54.55,81.00%,7.61,14,111.7,10,189,65,67.7,7.9,91.6
2018,KeeSean Johnson,Fresno State,134,108,95,6,1342,509,8,70.9,89.40%,10.01,14.1,95.9,12,223,52,54.7,5.6,116.6
2018,Olamide Zaccheaus,Virginia,131,105,94,9,1073,601,9,71.76,94.80%,8.19,11.4,82.5,12,261,47,50,8.6,109.4
2018,James Proche,SMU,149,107,93,5,1199,587,12,62.42,89.90%,8.05,12.9,99.9,12,182,56,60.2,4.7,103.3
2018,Jakobi Meyers,NC State,121,100,92,3,1047,381,4,76.03,92.80%,8.65,11.4,87.3,13,141,49,53.3,3,102.2
2018,Parris Campbell,Ohio State,111,98,91,5,1071,827,12,81.98,94.80%,9.65,11.8,76.5,10,234,48,52.7,5.1,139.2
2018,Greg Dortch,Wake Forest,132,98,89,3,1078,483,8,67.42,93.60%,8.17,12.1,89.8,3,176,51,57.3,3.1,96.7
2018,John Ursua,Hawaii,148,118,88,13,1343,518,16,59.46,79.10%,9.07,15.3,103.3,16,182,57,64.8,11,119.8
2018,Antoine Wesley,Texas Tech,125,99,88,4,1404,626,9,70.4,90.60%,11.23,16,117,8,321,55,62.5,4,128.2
2018,Kalija Lipscomb,Vanderbilt,122,96,87,2,916,344,9,71.31,91.50%,7.51,10.5,70.5,8,126,46,52.9,2.1,107.1
2018,Laviska Shenault Jr.,Colorado,111,94,87,7,1019,635,6,78.38,92.60%,9.18,11.7,113.2,12,319,45,51.7,7.4,115.4
2018,Tylan Wallace,Oklahoma State,150,109,86,9,1491,299,12,57.33,81.00%,9.94,17.3,114.7,7,127,70,81.4,8.3,101.3
2018,Lil'Jordan Humphrey,Texas,120,100,86,6,1176,603,9,71.67,92.00%,9.8,13.7,84,22,337,56,65.1,6,113.8
2018,A.J. Brown,Ole Miss,120,98,85,4,1320,591,6,70.83,89.40%,11,15.5,110,9,260,47,55.3,4.1,113.2
2018,Kirk Merritt,Arkansas State,111,96,83,6,1005,800,7,74.77,89.20%,9.05,12.1,77.3,14,305,42,50.6,6.3,104.4
2018,James Williams,Washington State,93,88,83,4,613,778,4,89.25,94.20%,6.59,7.4,47.2,13,240,29,34.9,4.5,108.5
2018,Kelvin Harmon,NC State,120,95,81,4,1186,251,7,67.5,88.90%,9.88,14.6,98.8,5,116,55,67.9,4.2,115.5
2018,Cedric Byrd II,Hawaii,118,90,79,4,970,314,9,66.95,90.80%,8.22,12.3,69.3,6,77,48,60.8,4.4,103.4
2018,Tyler Johnson,Minnesota,133,91,78,9,1169,448,12,58.65,88.20%,8.79,15,89.9,7,205,59,75.6,9.9,102
2018,Adrian Hardy,Louisiana Tech,129,94,75,10,1145,420,6,58.14,83.90%,8.88,15.3,88.1,12,228,55,73.3,10.6,93.3
2018,Dillon Mitchell,Oregon,129,94,75,7,1184,387,10,58.14,86.20%,9.18,15.8,91.1,5,164,51,68,7.4,111.4
2018,Marquez Stevenson,Houston,116,91,75,11,1019,559,9,64.66,83.30%,8.78,13.6,78.4,3,198,43,57.3,12.1,114.8
2018,T.J. Rahming,Duke,110,87,75,7,812,474,8,68.18,89.00%,7.38,10.8,62.5,0,78,37,49.3,8,106.3
2018,Marquise Brown,Oklahoma,107,90,75,8,1318,649,10,70.09,85.90%,12.32,17.6,94.1,6,253,52,69.3,8.9,131.3
2018,Trevon Brown,East Carolina,168,99,74,7,1122,346,9,44.05,76.00%,6.68,15.2,93.5,8,144,52,70.3,7.1,69.6
2018,Jonathan Duhart,Old Dominion,131,91,74,5,1045,327,9,56.49,87.30%,7.98,14.1,87.1,12,210,45,60.8,5.5,89.4
2018,N'keal Harry,Arizona State,117,90,73,6,1088,521,9,62.39,84.20%,9.3,14.9,90.7,13,308,48,65.8,6.7,114.9
2018,Jalen Reagor,TCU,137,89,72,6,1056,428,9,52.55,86.70%,7.71,14.7,81.2,5,200,45,62.5,6.7,87.7
2018,Damonte Coxie,Memphis,119,90,72,9,1174,463,7,60.5,82.10%,9.87,16.3,83.9,23,197,52,72.2,10,106.2
2018,Quez Watkins,Southern Mississippi,104,83,71,4,864,537,9,68.27,87.50%,8.31,12.2,78.5,11,250,40,56.3,4.8,118.4
2018,Ty Lee,Middle Tennessee,96,80,71,5,883,465,7,73.96,92.00%,9.2,12.4,63.1,1,208,38,53.5,6.3,117.7
2018,Tyre Brady,Marshall,144,95,70,7,997,313,9,48.61,79.10%,6.92,14.2,76.7,4,137,47,67.1,7.4,80.7
2018,Stanley Morgan Jr.,Nebraska,113,77,70,2,1004,402,7,61.95,93.30%,8.88,14.3,83.7,11,173,42,60,2.6,104
2018,Scott Miller,Bowling Green,111,79,70,5,1140,418,9,63.06,88.00%,10.27,16.3,103.6,2,109,50,71.4,6.3,101.9
2018,Teddy Veal,Louisiana Tech,106,81,70,6,716,420,1,66.04,89.60%,6.75,10.2,59.7,6,166,33,47.1,7.4,80.5
2018,K.J. Hill,Ohio State,100,81,70,6,885,541,6,70,89.60%,8.85,12.6,63.2,7,161,44,62.9,7.4,113.1
2018,Antonio Gandy-Golden,Liberty,128,87,69,8,1010,329,10,53.91,84.10%,7.89,14.6,91.8,13,212,50,72.5,9.2,89.6
2018,Justin Hall,Ball State,104,86,69,11,622,408,0,66.35,83.30%,5.98,9,51.8,9,168,29,42,12.8,62.3
2018,Davontavean Martin,Washington State,102,80,69,5,685,331,8,67.65,88.00%,6.72,9.9,52.7,7,131,32,46.4,6.3,92.2
2018,Kaleb Fossum,Nevada,98,81,69,6,737,407,1,70.41,87.30%,7.52,10.7,56.7,11,133,38,55.1,7.4,82.7
2018,Ryan Davis,Auburn,85,76,69,3,546,470,1,81.18,91.90%,6.42,7.9,42,4,119,23,33.3,3.9,87.5
2018,Sean Modster,Boise State,118,78,68,4,978,138,8,57.63,93.10%,8.29,14.4,69.9,2,52,44,64.7,5.1,96.6
2018,Flynn Nagel,Northwestern,107,83,68,4,780,382,2,63.55,85.90%,7.29,11.5,60,3,171,37,54.4,4.8,72.2
2018,Jalen Hurd,Baylor,107,79,68,7,943,354,4,63.55,88.20%,8.81,13.9,78.6,5,125,51,75,8.9,92.5
2018,Collin Johnson,Texas,107,79,68,3,985,277,7,63.55,90.10%,9.21,14.5,75.8,6,137,47,69.1,3.8,115.2
2018,Rico Bussey Jr.,North Texas,107,83,68,10,1017,403,12,63.55,84.90%,9.5,15,84.8,7,112,43,63.2,12,124.2
2018,Jerry Jeudy,Alabama,103,79,68,5,1315,515,14,66.02,89.50%,12.77,19.3,87.7,8,243,52,76.5,6.3,124.5
2018,Lynn Bowden Jr.,Kentucky,86,74,67,4,745,526,5,77.91,94.30%,8.66,11.1,57.3,11,264,32,47.8,5.4,102.8
2018,Jovon Durante,Florida Atlantic,99,77,66,7,879,485,5,66.67,90.30%,8.88,13.3,73.3,2,130,33,50,9.1,90.4
2018,Ron'Quavion Tarver,Utah State,97,73,66,6,688,202,8,68.04,91.40%,7.09,10.4,52.9,4,80,33,50,8.2,111.5
2018,JD Spielman,Nebraska,93,74,66,2,818,592,8,70.97,94.30%,8.8,12.4,81.8,3,139,40,60.6,2.7,104.1
2018,David Sills V,West Virginia,117,88,65,10,986,327,15,55.56,77.10%,8.43,15.2,82.2,3,88,43,66.2,11.4,112.4
2018,DaMarkus Lodge,Ole Miss,108,78,65,6,877,319,4,60.19,88.60%,8.12,13.5,79.7,4,222,41,63.1,7.7,90.7
2018,CeeDee Lamb,Oklahoma,93,76,65,4,1158,461,11,69.89,88.60%,12.45,17.8,82.7,5,187,49,75.4,5.3,142.7
2018,Shun Brown,Arizona,89,75,64,6,655,566,6,71.91,88.60%,7.36,10.2,54.6,15,237,35,54.7,8,110.5
2018,Sean Riley,Syracuse,88,73,64,3,758,428,3,72.73,90.00%,8.61,11.8,58.3,8,112,33,51.6,4.1,100.5
2018,Travis Fulgham,Old Dominion,112,71,63,3,1083,257,9,56.25,88.20%,9.67,17.2,90.3,5,89,50,79.4,4.2,97.4
2018,JJ Arcega-Whiteside,Stanford,95,75,63,1,1059,258,14,66.32,85.10%,11.15,16.8,88.3,5,144,48,76.2,1.3,134.6
2018,Austin Trammell,Rice,109,75,62,7,632,285,3,56.88,85.50%,5.8,10.2,48.6,2,106,30,48.4,9.3,59.9
2018,Papi White,Ohio,104,71,62,4,987,385,9,59.62,93.50%,9.49,15.9,75.9,2,133,46,74.2,5.6,104.1
2018,Deebo Samuel,South Carolina,100,79,62,6,882,600,11,62,84.50%,8.82,14.2,73.5,19,307,36,58.1,7.6,114.7
2018,Ja'Deion High,Texas Tech,85,73,62,6,804,364,4,72.94,89.20%,9.46,13,67,5,105,40,64.5,8.2,108.2
2018,Riley Miller,Ball State,104,68,61,0,878,194,7,58.65,90.80%,8.44,14.4,73.2,1,72,44,72.1,0,104.6
2018,Justin McInnis,Arkansas State,100,76,61,4,748,364,5,61,83.30%,7.48,12.3,57.5,7,183,39,63.9,5.3,92.4
2018,Jamarius Way,South Alabama,96,76,61,4,855,402,8,63.54,89.60%,8.91,14,71.3,16,199,34,55.7,5.3,102.6
2018,Britain Covey,Utah,84,72,61,5,612,465,1,72.62,88.70%,7.29,10,47.1,14,245,28,45.9,6.9,96.9
2018,Dezmon Patmon,Washington State,78,65,61,3,816,269,5,78.21,94.90%,10.46,13.4,62.8,4,123,42,68.9,4.6,126.3
2018,Johnathan Boone,New Mexico State,109,79,60,8,728,186,3,55.05,81.10%,6.68,12.1,60.7,4,54,39,65,10.1,73.5
2018,Caleb Wilson,UCLA,97,75,60,8,965,472,4,61.86,85.50%,9.95,16.1,80.4,5,186,42,70,10.7,95.9
2018,Amon-Ra St. Brown,USC,90,68,60,3,750,223,3,66.67,92.20%,8.33,12.5,62.5,3,82,36,60,4.4,75.7
2018,Blake Banham,Eastern Michigan,87,71,60,6,758,490,5,68.97,87.90%,8.71,12.6,58.3,8,187,33,55,8.5,105.4
2018,Trenton Irwin,Stanford,82,67,60,1,685,215,2,73.17,93.10%,8.35,11.4,57.1,5,120,33,55,1.5,95.8
2018,Hakeem Butler,Iowa State,111,78,59,12,1314,396,8,53.15,76.60%,11.84,22.3,101.1,12,287,46,78,15.4,104.7
2018,Miles Boykin,Notre Dame,99,69,59,5,872,221,8,59.6,88.90%,8.81,14.8,67.1,0,84,44,74.6,7.2,102.8
2018,Tee Higgins,Clemson,95,70,59,4,936,345,12,62.11,88.90%,9.85,15.9,62.4,4,196,44,74.6,5.7,130.1
2018,Johnathon Johnson,Missouri,91,68,59,6,737,336,5,64.84,90.60%,8.1,12.5,56.7,2,93,35,59.3,8.8,103.6
2018,Tyre McCants,South Florida,90,72,59,7,622,341,3,65.56,88.10%,6.91,10.5,47.8,16,201,25,42.4,9.7,96.6
2018,Isaiah Hodgins,Oregon State,84,63,59,2,870,229,5,70.24,95.00%,10.36,14.7,79.1,2,90,43,72.9,3.2,123.6
2018,Aaron Fuller,Washington,105,76,58,7,874,341,4,55.24,77.00%,8.32,15.1,62.4,4,137,40,69,9.2,83.6
2018,Tyler Vaughns,USC,99,73,58,6,674,174,6,58.59,81.20%,6.81,11.6,56.2,7,107,33,56.9,8.2,99.5
2018,Greg Campbell Jr.,UTSA,93,66,58,5,658,159,2,62.37,89.20%,7.08,11.3,59.8,1,58,35,60.3,7.6,81.7
2018,Timmy Hernandez,Oregon State,92,67,58,2,657,121,3,63.04,91.70%,7.14,11.3,54.8,2,54,32,55.2,3,81.7
2018,Anthony Johnson,Buffalo,98,67,57,4,1011,284,11,58.16,90.20%,10.32,17.7,77.8,7,162,38,66.7,6,109.7
2018,D.J. Brown,Northern Illinois,86,63,57,4,496,278,5,66.28,91.50%,5.77,8.7,35.4,0,59,28,49.1,6.3,91
2018,Patrick Smith,Middle Tennessee,86,65,57,3,564,338,6,66.28,91.80%,6.56,9.9,40.3,3,106,31,54.4,4.6,83.7
2018,Cameron Green,Northwestern,82,66,57,2,488,176,4,69.51,90.00%,5.95,8.6,34.9,2,79,28,49.1,3,96
2018,Josh Oliver,San Jose State,103,73,56,8,709,260,4,54.37,83.90%,6.88,12.7,59.1,1,128,40,71.4,11,76.9
2018,Jayden Reed,Western Michigan,89,68,56,8,796,435,8,62.92,83.10%,8.94,14.2,61.2,15,184,37,66.1,11.8,107.7
2018,Trevon Bradford,Oregon State,88,62,56,0,649,267,6,63.64,93.20%,7.38,11.6,59,3,103,34,60.7,0,108.6
2018,Kahlil Lewis,Cincinnati,88,61,56,4,782,225,9,63.64,93.30%,8.89,14,60.2,2,65,33,58.9,6.6,112
2018,Damion Willis,Troy,84,64,56,3,876,297,10,66.67,91.20%,10.43,15.6,79.6,5,124,37,66.1,4.7,125.8
2018,Bryan Edwards,South Carolina,94,69,55,9,846,342,7,58.51,80.00%,9,15.4,65.1,11,193,39,70.9,13,104.3
2018,Denzel Mims,Baylor,93,74,55,11,794,230,8,59.14,78.60%,8.54,14.4,66.2,9,116,39,70.9,14.9,93.2
2018,Isaiah Harper,Old Dominion,79,65,55,5,479,324,1,69.62,88.30%,6.06,8.7,39.9,6,156,16,29.1,7.7,84.3
2018,Jared Rice,Fresno State,73,66,55,3,664,423,3,75.34,88.70%,9.1,12.1,47.4,6,135,33,60,4.5,110.8
2018,Andre Baccellia,Washington,70,58,55,0,584,297,0,78.57,100.00%,8.34,10.6,41.7,4,103,30,54.5,0,89.5
2018,Jalen Guyton,North Texas,96,70,54,12,805,211,6,56.25,79.10%,8.39,14.9,61.9,9,95,38,70.4,17.1,96.1
2018,Justin Jefferson,LSU,91,68,54,7,875,245,6,59.34,81.30%,9.62,16.2,67.3,6,89,36,66.7,10.3,113.6
2018,Victor Tucker,Charlotte,88,64,54,6,712,230,2,61.36,88.30%,8.09,13.2,64.7,9,88,35,64.8,9.4,89.8
2018,Jauan Wesley,Northern Illinois,87,70,54,6,619,110,2,62.07,83.30%,7.11,11.5,44.2,2,48,32,59.3,8.6,81.5
2018,Nyqwan Murray,Florida State,87,61,54,3,744,376,3,62.07,90.90%,8.55,13.8,62,8,171,33,61.1,4.9,86.6
2018,TJ Vasher,Texas Tech,82,64,54,4,687,114,7,65.85,85.50%,8.38,12.7,62.5,1,42,42,77.8,6.3,94.9
2018,A.J. Richardson,Boise State,78,57,54,1,825,304,8,69.23,94.70%,10.58,15.3,58.9,4,142,35,64.8,1.8,132.7
2018,Olabisi Johnson,Colorado State,78,60,54,1,796,209,4,69.23,92.50%,10.21,14.7,72.4,2,136,38,70.4,1.7,103.4
2018,Gary Jennings,West Virginia,74,64,54,4,917,355,13,72.97,85.50%,12.39,17,83.4,7,129,40,74.1,6.3,142.8
2018,Amari Rodgers,Clemson,71,61,54,4,570,401,4,76.06,90.00%,8.03,10.6,38,8,199,22,40.7,6.6,111.8
2018,K.J. Osborn,Buffalo,108,71,53,7,892,363,7,49.07,79.00%,8.26,16.8,63.7,12,197,36,67.9,9.9,91.3
2018,Steven Sims Jr.,Kansas,97,63,53,6,540,275,4,54.64,89.70%,5.57,10.2,45,6,93,27,50.9,9.5,71.7
2018,Tyron Johnson,Oklahoma State,95,64,53,3,845,214,7,55.79,86.90%,8.89,15.9,65,4,99,40,75.5,4.7,101.4
2018,Gabriel Davis,UCF,92,66,53,5,815,196,7,57.61,82.30%,8.86,15.4,62.7,2,99,36,67.9,7.6,107.8
2018,Emeka Emezie,NC State,80,66,53,4,616,247,5,66.25,85.20%,7.7,11.6,47.4,8,126,25,47.2,6.1,99.8
2018,Jack Sorenson,Miami OH,76,66,53,4,742,343,2,69.74,89.30%,9.76,14,61.8,2,126,35,66,6.1,93.2
2018,"Reggie Roberson, Jr",SMU,104,70,52,7,802,245,6,50,78.30%,7.71,15.4,72.9,3,90,33,63.5,10,83.1
2018,Nick Easley,Iowa,82,63,52,3,516,302,5,63.41,90.70%,6.29,9.9,39.7,3,83,25,48.1,4.8,91.3
2018,OJ Clark,New Mexico State,80,66,52,7,512,254,1,65,86.40%,6.4,9.8,42.7,3,112,24,46.2,10.6,76.7
2018,Antwan Dixon,Kent State,79,61,52,6,525,266,2,65.82,86.70%,6.65,10.1,43.8,5,100,24,46.2,9.8,93.1
2018,Easop Winston,Washington State,78,57,52,3,654,345,8,66.67,96.20%,8.38,12.6,50.3,3,128,30,57.7,5.3,116.1
2018,Hasise Dubois,Virginia,78,63,52,6,578,137,5,66.67,86.40%,7.41,11.1,44.5,1,55,33,63.5,9.5,93.9
2018,Isaiah Zuber,Kansas State,77,60,52,2,619,209,5,67.53,89.10%,8.04,11.9,56.3,4,40,31,59.6,3.3,108.1
2018,Keenen Brown,Texas State,75,59,52,3,571,405,5,69.33,91.10%,7.61,11,47.6,14,189,27,51.9,5.1,108.3
2018,K.D. Nixon,Colorado,72,58,52,4,636,296,4,72.22,94.50%,8.83,12.2,57.8,3,91,28,53.8,6.9,117.6
2018,JoJo Ward,Hawaii,105,74,51,10,865,261,9,48.57,72.90%,8.24,17,61.8,6,148,35,68.6,13.5,93.6
2018,Rashod Bateman,Minnesota,100,61,51,6,704,324,6,51,85.20%,7.04,13.8,54.2,4,73,26,51,9.8,73.1
2018,Damon Hazelton,Virginia Tech,95,63,51,9,802,279,8,53.68,86.40%,8.44,15.7,66.8,8,112,36,70.6,14.3,92.5
2018,Johnathan Lloyd,Duke,90,61,51,7,604,334,5,56.67,87.50%,6.71,11.8,46.5,1,73,25,49,11.5,72.6
2018,Ventell Bryant,Temple,90,68,51,7,690,173,3,56.67,80.30%,7.67,13.5,53.1,3,59,28,54.9,10.3,73.8
2018,Jamal Custis,Syracuse,89,66,51,4,906,220,6,57.3,78.10%,10.18,17.8,69.7,3,89,34,66.7,6.1,105.4
2018,Marcus Green,Louisiana-Monroe,83,65,51,10,862,580,8,61.45,80.60%,10.39,16.9,71.8,6,266,32,62.7,15.4,123.7
2018,Theo Howard,UCLA,69,55,51,1,677,219,4,73.91,94.30%,9.81,13.3,56.4,2,43,34,66.7,1.8,117.8
2018,Marcus Armstrong-Brown,Hawaii,89,61,50,2,573,126,2,56.18,89.10%,6.44,11.5,40.9,3,72,33,66,3.3,73.9
2018,Jared Pinkney,Vanderbilt,86,59,50,5,774,358,7,58.14,86.20%,9,15.5,59.5,12,155,35,70,8.5,105.5
2018,Lucky Jackson,Western Kentucky,84,54,50,2,556,258,4,59.52,94.10%,6.62,11.1,46.3,3,122,26,52,3.7,85.2
2018,Vic Wharton III,California,80,57,50,1,502,214,1,62.5,94.00%,6.28,10,41.8,6,85,23,46,1.8,63.6
2018,Chase Claypool,Notre Dame,76,62,50,4,639,257,4,65.79,88.70%,8.41,12.8,49.2,5,133,31,62,6.5,93
2018,DJ Stubbs,Liberty,95,64,49,5,624,336,1,51.58,83.10%,6.57,12.7,52,9,187,32,65.3,7.8,40.9
2018,McLane Mannix,Nevada,94,60,49,4,854,410,7,52.13,82.80%,9.09,17.4,71.2,3,87,33,67.3,6.7,99.3
2018,Diontae Johnson,Toledo,93,64,49,6,761,416,8,52.69,81.40%,8.18,15.5,58.5,4,162,36,73.5,9.4,104.3
2018,Penny Hart,Georgia State,90,66,49,5,689,324,2,54.44,84.50%,7.66,14.1,57.4,2,139,29,59.2,7.6,86.8
2018,Corey Lacanaria,Ball State,75,53,49,1,524,216,3,65.33,95.80%,6.99,10.7,43.7,1,62,30,61.2,1.9,93.4
2018,Chris Finke,Notre Dame,72,54,49,2,571,277,2,68.06,93.90%,7.93,11.7,43.9,3,109,32,65.3,3.7,83.7
2018,Darrell Stewart Jr,Michigan State,90,63,48,4,413,128,1,53.33,78.00%,4.59,8.6,37.5,6,69,24,50,6.3,60.1
2018,Cody Thompson,Toledo,89,58,48,4,647,175,10,53.93,86.50%,7.27,13.5,49.8,2,71,38,79.2,6.9,96
2018,Darnell Mooney,Tulane,88,61,48,9,989,401,8,54.55,83.30%,11.24,20.6,76.1,5,172,38,79.2,14.8,124.7
2018,Jace Sternberger,Texas A&M,82,51,48,2,832,408,10,58.54,95.90%,10.15,17.3,64,12,215,37,77.1,3.9,112.4
2018,Dillon Stoner,Oklahoma State,74,59,48,4,603,279,2,64.86,87.00%,8.15,12.6,50.3,2,50,30,62.5,6.8,82.2
2018,Willie Wright,Florida Atlantic,68,54,48,3,440,351,2,70.59,94.00%,6.47,9.2,36.7,3,112,23,47.9,5.6,85.4
2018,Malcolm Williams,Coastal Carolina,73,55,47,3,720,271,5,64.38,88.50%,9.86,15.3,60,4,180,30,63.8,5.5,102.5
2018,Jason Huntley,New Mexico State,72,52,47,3,517,521,3,65.28,91.80%,7.18,11,43.1,4,104,19,40.4,5.8,82.9
2018,Donovan Peoples-Jones,Michigan,71,54,47,1,612,246,8,66.2,92.00%,8.62,13,47.1,8,92,30,63.8,1.9,124.9
2018,Kaden Smith,Stanford,69,54,47,3,635,164,2,68.12,90.50%,9.2,13.5,63.5,9,110,27,57.4,5.6,82.7
2018,Andre Williams,Akron,89,59,46,5,649,201,6,51.69,83.60%,7.29,14.1,59,2,44,31,67.4,8.5,79.3
2018,Isaac Zico,Purdue,81,54,46,2,743,266,6,56.79,84.60%,9.17,16.2,57.2,6,139,29,63,3.7,102
2018,Justyn Ross,Clemson,74,53,46,3,1000,470,9,62.16,88.00%,13.51,21.7,66.7,7,163,34,73.9,5.7,134.3
2018,Henry Ruggs III,Alabama,70,55,46,1,729,459,11,65.71,91.50%,10.41,15.8,48.6,10,265,36,78.3,1.8,139.8
2018,Mike Carrigan,Kent State,86,53,45,5,597,174,5,52.33,89.80%,6.94,13.3,49.8,3,74,21,46.7,9.4,84.3
2018,Quartney Davis,Texas A&M,78,54,45,3,585,159,7,57.69,93.80%,7.5,13,45,1,42,31,68.9,5.6,100.6
2018,Bennett Skowronek,Northwestern,77,59,45,1,562,139,3,58.44,83.30%,7.3,12.5,40.1,0,62,21,46.7,1.7,67.1
2018,Harrison Bryant,Florida Atlantic,68,53,45,2,657,453,4,66.18,90.00%,9.66,14.6,54.8,10,178,29,64.4,3.8,98.7
2018,Terren Encalade,Tulane,83,52,44,4,724,262,5,53.01,86.00%,8.72,16.5,55.7,6,128,25,56.8,7.7,82.6
2018,Corey Sutton,Appalachian State,77,58,44,5,773,219,10,57.14,78.60%,10.04,17.6,59.5,5,53,31,70.5,8.6,120.3
2018,Romeo Doubs,Nevada,75,52,44,1,583,320,2,58.67,87.80%,7.77,13.3,44.8,3,119,26,59.1,1.9,75.6
2018,Raheem Blackshear,Rutgers,75,55,44,6,367,352,2,58.67,82.70%,4.89,8.3,30.6,9,173,18,40.9,10.9,74.7
2018,Branden Mack,Temple,73,51,44,3,601,243,5,60.27,91.70%,8.23,13.7,46.2,7,162,32,72.7,5.9,86.6
2018,Mik'Quan Deane,Western Kentucky,73,57,44,6,530,227,6,60.27,79.20%,7.26,12,44.2,5,81,31,70.5,10.5,98.5
2018,Ryheem Malone,Louisiana Lafayette,72,49,44,2,525,361,4,61.11,91.30%,7.29,11.9,37.5,1,102,21,47.7,4.1,78.8
2018,Dazz Newsome,North Carolina,70,50,44,5,506,341,2,62.86,91.30%,7.23,11.5,46,9,151,23,52.3,10,82.2
2018,Austin Walter,Rice,69,51,44,4,525,327,2,63.77,85.70%,7.61,11.9,40.4,5,164,26,59.1,7.8,78.5
2018,Jalen Greene,Utah State,71,52,43,3,687,251,6,60.56,89.60%,9.68,16,52.8,3,123,28,65.1,5.8,109.3
2018,Anthony Ratliff-Williams,North Carolina,86,57,42,5,696,203,2,48.84,80.80%,8.09,16.6,63.3,3,88,28,66.7,8.8,74.6
2018,Isaiah McKoy,Kent State,81,55,42,7,423,201,3,51.85,78.80%,5.22,10.1,38.5,4,100,19,45.2,12.7,74.3
2018,Cody White,Michigan State,81,55,42,4,555,155,2,51.85,87.20%,6.85,13.2,61.7,4,70,28,66.7,7.3,66.6
2018,KJ Hamler,Penn State,80,52,42,3,754,319,5,52.5,89.40%,9.43,18,58,2,105,31,73.8,5.8,105.9
2018,Shawn Poindexter,Arizona,75,50,42,2,759,191,11,56,87.20%,10.12,18.1,63.3,5,153,33,78.6,4,113.8
2018,Nick Westbrook,Indiana,69,50,42,3,590,112,4,60.87,83.70%,8.55,14,49.2,3,58,26,61.9,6,107.8
2018,Sage Surratt,Wake Forest,84,55,41,4,581,159,4,48.81,83.70%,6.92,14.2,44.7,4,114,30,73.2,7.3,77.5
2018,Keylon Stokes,Tulsa,75,50,41,4,575,241,2,54.67,92.50%,7.67,14,47.9,4,171,27,65.9,8,60.7
2018,Quin Jernighan,Western Kentucky,69,46,41,1,433,137,1,59.42,92.50%,6.28,10.6,39.4,3,70,21,51.2,2.2,82.6
2018,DJ Matthews,Florida State,68,52,41,6,380,146,1,60.29,82.00%,5.59,9.3,31.7,5,34,17,41.5,11.5,68.3
2018,Jamire Calvin,Washington State,67,55,41,9,497,211,1,61.19,76.90%,7.42,12.1,38.2,3,91,26,63.4,16.4,89
2018,B.J. Farrow,Liberty,85,56,40,7,546,113,5,47.06,74.10%,6.42,13.7,49.6,3,71,26,65,12.5,73
2018,Spencer Tears,Northern Illinois,80,58,40,9,422,138,4,50,70.60%,5.28,10.6,35.2,4,41,18,45,15.5,66.8
2018,Tre Nixon,UCF,79,48,40,3,562,115,4,50.63,88.60%,7.11,14.1,43.2,0,30,20,50,6.3,90.8
2018,Aaron Cephus,Rice,78,46,40,3,565,96,5,51.28,90.90%,7.24,14.1,47.1,4,54,31,77.5,6.5,69.7
2018,Keith Corbin,Houston,77,56,40,9,691,219,10,51.95,77.60%,8.97,17.3,57.6,1,99,31,77.5,16.1,116.9
2018,Michael Pittman Jr.,USC,75,52,40,2,760,242,6,53.33,86.00%,10.13,19,69.1,5,135,30,75,3.8,109.9
2018,Hergy Mayala,UCONN,71,49,40,2,361,93,5,56.34,95.10%,5.08,9,30.1,1,27,20,50,4.1,58.5
2018,Justin Hobbs,Tulsa,77,52,39,6,480,177,3,50.65,78.70%,6.23,12.3,40,2,114,22,56.4,11.5,67
2018,Desmond Dan,New Mexico State,76,50,37,4,488,139,3,48.68,80.00%,6.42,13.2,44.4,4,79,22,59.5,8,71.6
2018,D'Wayne Eskridge,Western Michigan,72,48,37,3,767,205,3,51.39,80.40%,10.65,20.7,69.7,4,101,29,78.4,6.3,91.6
2018,Mathew Sexton,Eastern Michigan,69,43,37,2,419,210,3,53.62,91.90%,6.07,11.3,34.9,8,98,16,43.2,4.7,74.5
2018,Chris Platt,Baylor,72,46,36,5,511,187,1,50,83.30%,7.1,14.2,39.3,2,70,21,58.3,10.9,66.4
2018,Jaylen Smith,Louisville,71,48,36,7,550,231,1,50.7,81.80%,7.75,15.3,45.8,1,69,29,80.6,14.6,57.8
2018,Brandon Presley,UNLV,79,44,35,4,434,130,3,44.3,82.50%,5.49,12.4,36.2,2,41,19,54.3,9.1,58.7
2018,Darius Slayton,Auburn,74,53,35,6,670,255,5,47.3,73.30%,9.05,19.1,55.8,2,63,23,65.7,11.3,96.1
